_id,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
63fcac3c9ec91e9222bd717c,547,2011-01-24,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35
63fcac3c9ec91e9222bd717d,548,2011-01-24,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24
63fcac3c9ec91e9222bd717e,549,2011-01-25,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9
63fcac3c9ec91e9222bd717f,550,2011-01-25,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5
63fcac3c9ec91e9222bd7180,551,2011-01-25,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,0,2,2
63fcac3c9ec91e9222bd7181,552,2011-01-25,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,0,1,1
63fcac3c9ec91e9222bd7182,553,2011-01-25,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,0,9,9
63fcac3c9ec91e9222bd7183,554,2011-01-25,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,1,35,36
63fcac3c9ec91e9222bd7184,555,2011-01-25,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,5,103,108
63fcac3c9ec91e9222bd7185,556,2011-01-25,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,5,233,238
63fcac3c9ec91e9222bd7186,557,2011-01-25,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,10,134,144
63fcac3c9ec91e9222bd7187,558,2011-01-25,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,6,49,55
63fcac3c9ec91e9222bd7188,559,2011-01-25,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,6,55,61
63fcac3c9ec91e9222bd7189,560,2011-01-25,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,21,85,106
63fcac3c9ec91e9222bd718a,561,2011-01-25,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,21,72,93
63fcac3c9ec91e9222bd718b,562,2011-01-25,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0.0,11,57,68
63fcac3c9ec91e9222bd718c,563,2011-01-25,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,21,63,84
63fcac3c9ec91e9222bd718d,564,2011-01-25,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0.0,14,102,116
63fcac3c9ec91e9222bd718e,565,2011-01-25,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0.0,14,208,222
63fcac3c9ec91e9222bd718f,566,2011-01-25,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,7,218,225
63fcac3c9ec91e9222bd7190,567,2011-01-25,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,13,133,146
63fcac3c9ec91e9222bd7191,568,2011-01-25,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.194,16,103,119
63fcac3c9ec91e9222bd7192,569,2011-01-25,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.194,5,40,45
63fcac3c9ec91e9222bd7193,570,2011-01-25,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,4,49,53
63fcac3c9ec91e9222bd7194,571,2011-01-25,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,3,37,40
63fcac3c9ec91e9222bd7195,572,2011-01-26,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,3,14,17
63fcac3c9ec91e9222bd7196,573,2011-01-26,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0,5,5
63fcac3c9ec91e9222bd7197,574,2011-01-26,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.194,3,7,10
63fcac3c9ec91e9222bd7198,575,2011-01-26,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,0,1,1
63fcac3c9ec91e9222bd7199,576,2011-01-26,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,0,8,8
63fcac3c9ec91e9222bd719a,577,2011-01-26,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30
63fcac3c9ec91e9222bd719b,578,2011-01-26,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,3,69,72
63fcac3c9ec91e9222bd719c,579,2011-01-26,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,3,55,58
63fcac3c9ec91e9222bd719d,580,2011-01-26,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,2,26,28
63fcac3c9ec91e9222bd719e,581,2011-01-26,1,0,1,11,0,3,1,3,0.22,0.197,0.93,0.3284,6,35,41
63fcac3c9ec91e9222bd719f,582,2011-01-26,1,0,1,12,0,3,1,3,0.22,0.197,0.93,0.3284,7,41,48
63fcac3c9ec91e9222bd71a0,583,2011-01-26,1,0,1,13,0,3,1,3,0.22,0.197,0.93,0.3284,4,43,47
63fcac3c9ec91e9222bd71a1,584,2011-01-26,1,0,1,14,0,3,1,3,0.22,0.197,0.93,0.3582,0,36,36
63fcac3c9ec91e9222bd71a2,585,2011-01-26,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1,42,43
63fcac3c9ec91e9222bd71a3,586,2011-01-26,1,0,1,16,0,3,1,4,0.22,0.197,0.93,0.3284,1,35,36
63fcac3c9ec91e9222bd71a4,587,2011-01-26,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,0,26,26
63fcac3c9ec91e9222bd71a5,588,2011-01-27,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,1,23,24
63fcac3c9ec91e9222bd71a6,589,2011-01-27,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,0.1045,2,82,84
63fcac3c9ec91e9222bd71a7,590,2011-01-27,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,0.0896,3,101,104
63fcac3c9ec91e9222bd71a8,591,2011-01-27,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79
63fcac3c9ec91e9222bd71a9,592,2011-01-27,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59
63fcac3c9ec91e9222bd71aa,593,2011-01-27,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38
63fcac3c9ec91e9222bd71ab,594,2011-01-27,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0,27,27
63fcac3c9ec91e9222bd71ac,595,2011-01-27,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16
63fcac3c9ec91e9222bd71ad,596,2011-01-28,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,0.1343,0,9,9
63fcac3c9ec91e9222bd71ae,597,2011-01-28,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1,2,3
63fcac3c9ec91e9222bd71af,598,2011-01-28,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0,2,2
63fcac3c9ec91e9222bd71b0,599,2011-01-28,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1
63fcac3c9ec91e9222bd71b1,600,2011-01-28,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,0.1045,0,4,4
63fcac3c9ec91e9222bd71b2,601,2011-01-28,1,0,1,6,0,5,1,2,0.18,0.197,0.8,0.1343,0,16,16
63fcac3c9ec91e9222bd71b3,602,2011-01-28,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60
63fcac3c9ec91e9222bd71b4,603,2011-01-28,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,2,155,157
63fcac3c9ec91e9222bd71b5,604,2011-01-28,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,0.0896,6,95,101
63fcac3c9ec91e9222bd71b6,605,2011-01-28,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,0.1045,0,49,49
63fcac3c9ec91e9222bd71b7,606,2011-01-28,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,0,30,30
63fcac3c9ec91e9222bd71b8,607,2011-01-28,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,1,28,29
63fcac3c9ec91e9222bd71b9,608,2011-01-28,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31
63fcac3c9ec91e9222bd71ba,609,2011-01-28,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,0.0,2,36,38
63fcac3c9ec91e9222bd71bb,610,2011-01-28,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,0.0,1,40,41
63fcac3c9ec91e9222bd71bc,611,2011-01-28,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,0.0,10,70,80
63fcac3c9ec91e9222bd71bd,612,2011-01-28,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,0.1343,2,147,149
63fcac3c9ec91e9222bd71be,613,2011-01-28,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,0.194,2,107,109
63fcac3c9ec91e9222bd71bf,614,2011-01-28,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,0.1343,5,84,89
63fcac3c9ec91e9222bd71c0,615,2011-01-28,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,0.194,1,61,62
63fcac3c9ec91e9222bd71c1,616,2011-01-28,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,0.1343,1,57,58
63fcac3c9ec91e9222bd71c2,617,2011-01-28,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,0.3582,0,26,26
63fcac3c9ec91e9222bd71c3,618,2011-01-28,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,0.2239,1,22,23
63fcac3c9ec91e9222bd71c4,619,2011-01-29,1,0,1,0,0,6,0,1,0.22,0.197,0.64,0.3582,2,26,28
63fcac3c9ec91e9222bd71c5,620,2011-01-29,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,0.194,0,20,20
63fcac3c9ec91e9222bd71c6,621,2011-01-29,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,0,15,15
63fcac3c9ec91e9222bd71c7,622,2011-01-29,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,0.1343,3,5,8
63fcac3c9ec91e9222bd71c8,623,2011-01-29,1,0,1,4,0,6,0,1,0.16,0.1818,0.69,0.1045,1,2,3
63fcac3c9ec91e9222bd71c9,624,2011-01-29,1,0,1,6,0,6,0,1,0.16,0.1818,0.64,0.1343,0,2,2
63fcac3c9ec91e9222bd71ca,625,2011-01-29,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,0.1045,1,4,5
63fcac3c9ec91e9222bd71cb,626,2011-01-29,1,0,1,8,0,6,0,1,0.18,0.197,0.55,0.1642,3,31,34
63fcac3c9ec91e9222bd71cc,627,2011-01-29,1,0,1,9,0,6,0,1,0.18,0.2121,0.59,0.0896,0,34,34
63fcac3c9ec91e9222bd71cd,628,2011-01-29,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,4,51,55
63fcac3c9ec91e9222bd71ce,629,2011-01-29,1,0,1,11,0,6,0,2,0.18,0.197,0.64,0.1343,4,60,64
63fcac3c9ec91e9222bd71cf,630,2011-01-29,1,0,1,12,0,6,0,2,0.2,0.197,0.59,0.194,12,66,78
63fcac3c9ec91e9222bd71d0,631,2011-01-29,1,0,1,13,0,6,0,2,0.22,0.2273,0.55,0.1642,9,56,65
63fcac3c9ec91e9222bd71d1,632,2011-01-29,1,0,1,14,0,6,0,2,0.22,0.2273,0.6,0.1343,10,89,99
63fcac3c9ec91e9222bd71d2,633,2011-01-29,1,0,1,15,0,6,0,1,0.22,0.2121,0.69,0.2537,22,98,120
63fcac3c9ec91e9222bd71d3,634,2011-01-29,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642,19,88,107
63fcac3c9ec91e9222bd71d4,635,2011-01-29,1,0,1,17,0,6,0,1,0.24,0.2879,0.6,0.0,9,82,91
63fcac3c9ec91e9222bd71d5,636,2011-01-29,1,0,1,18,0,6,0,1,0.22,0.2273,0.69,0.1343,9,59,68
63fcac3c9ec91e9222bd71d6,637,2011-01-29,1,0,1,19,0,6,0,2,0.22,0.2121,0.69,0.2537,6,52,58
63fcac3c9ec91e9222bd71d7,638,2011-01-29,1,0,1,20,0,6,0,1,0.18,0.2121,0.74,0.0896,1,42,43
63fcac3c9ec91e9222bd71d8,639,2011-01-29,1,0,1,21,0,6,0,1,0.18,0.2121,0.74,0.0896,1,35,36
63fcac3c9ec91e9222bd71d9,640,2011-01-29,1,0,1,22,0,6,0,1,0.16,0.197,0.8,0.0896,4,28,32
63fcac3c9ec91e9222bd71da,641,2011-01-29,1,0,1,23,0,6,0,1,0.16,0.197,0.8,0.0896,3,30,33
63fcac3c9ec91e9222bd71db,642,2011-01-30,1,0,1,0,0,0,0,1,0.16,0.1818,0.8,0.1045,0,33,33
63fcac3c9ec91e9222bd71dc,643,2011-01-30,1,0,1,1,0,0,0,1,0.14,0.2121,0.8,0.0,7,22,29
63fcac3c9ec91e9222bd71dd,644,2011-01-30,1,0,1,2,0,0,0,1,0.16,0.2273,0.8,0.0,1,10,11
63fcac3c9ec91e9222bd71de,645,2011-01-30,1,0,1,3,0,0,0,1,0.14,0.2121,0.93,0.0,1,7,8
63fcac3c9ec91e9222bd71df,646,2011-01-30,1,0,1,4,0,0,0,1,0.14,0.2121,0.93,0.0,0,1,1
63fcac3c9ec91e9222bd71e0,647,2011-01-30,1,0,1,5,0,0,0,1,0.14,0.2121,0.86,0.0,0,3,3
63fcac3c9ec91e9222bd71e1,648,2011-01-30,1,0,1,7,0,0,0,1,0.14,0.2121,0.86,0.0,0,3,3
63fcac3c9ec91e9222bd71e2,649,2011-01-30,1,0,1,8,0,0,0,2,0.14,0.2121,0.86,0.0,1,11,12
63fcac3c9ec91e9222bd71e3,650,2011-01-30,1,0,1,9,0,0,0,2,0.16,0.2273,0.8,0.0,4,34,38
63fcac3c9ec91e9222bd71e4,651,2011-01-30,1,0,1,10,0,0,0,2,0.18,0.2424,0.8,0.0,7,57,64
63fcac3c9ec91e9222bd71e5,652,2011-01-30,1,0,1,11,0,0,0,1,0.22,0.2727,0.75,0.0,9,50,59
63fcac3c9ec91e9222bd71e6,653,2011-01-30,1,0,1,12,0,0,0,1,0.3,0.3182,0.52,0.1045,10,87,97
63fcac3c9ec91e9222bd71e7,654,2011-01-30,1,0,1,13,0,0,0,1,0.28,0.2879,0.61,0.1045,13,71,84
63fcac3c9ec91e9222bd71e8,655,2011-01-30,1,0,1,14,0,0,0,1,0.28,0.303,0.61,0.0896,18,104,122
63fcac3c9ec91e9222bd71e9,656,2011-01-30,1,0,1,15,0,0,0,1,0.3,0.3333,0.56,0.0,14,95,109
63fcac3c9ec91e9222bd71ea,657,2011-01-30,1,0,1,16,0,0,0,1,0.3,0.3333,0.56,0.0,19,104,123
63fcac3c9ec91e9222bd71eb,658,2011-01-30,1,0,1,17,0,0,0,1,0.3,0.2879,0.56,0.194,6,71,77
63fcac3c9ec91e9222bd71ec,659,2011-01-30,1,0,1,18,0,0,0,1,0.26,0.2576,0.65,0.1642,8,57,65
63fcac3c9ec91e9222bd71ed,660,2011-01-30,1,0,1,19,0,0,0,1,0.26,0.2576,0.65,0.194,9,46,55
63fcac3c9ec91e9222bd71ee,661,2011-01-30,1,0,1,20,0,0,0,2,0.26,0.2727,0.65,0.1045,3,30,33
63fcac3c9ec91e9222bd71ef,662,2011-01-30,1,0,1,21,0,0,0,2,0.24,0.2424,0.7,0.1642,3,25,28
63fcac3c9ec91e9222bd71f0,663,2011-01-30,1,0,1,22,0,0,0,2,0.24,0.2273,0.7,0.194,2,19,21
63fcac3c9ec91e9222bd71f1,664,2011-01-30,1,0,1,23,0,0,0,2,0.24,0.2121,0.65,0.2836,5,16,21
63fcac3c9ec91e9222bd71f2,665,2011-01-31,1,0,1,0,0,1,1,2,0.24,0.2273,0.65,0.2239,1,6,7
63fcac3c9ec91e9222bd71f3,666,2011-01-31,1,0,1,1,0,1,1,1,0.22,0.2121,0.64,0.2537,2,5,7
63fcac3c9ec91e9222bd71f4,667,2011-01-31,1,0,1,2,0,1,1,1,0.22,0.2273,0.64,0.194,0,1,1
63fcac3c9ec91e9222bd71f5,668,2011-01-31,1,0,1,3,0,1,1,1,0.22,0.2273,0.64,0.194,0,2,2
63fcac3c9ec91e9222bd71f6,669,2011-01-31,1,0,1,4,0,1,1,1,0.2,0.197,0.59,0.2239,0,2,2
63fcac3c9ec91e9222bd71f7,670,2011-01-31,1,0,1,5,0,1,1,1,0.18,0.1667,0.64,0.2836,0,8,8
63fcac3c9ec91e9222bd71f8,671,2011-01-31,1,0,1,6,0,1,1,1,0.16,0.1364,0.69,0.3284,0,37,37
63fcac3c9ec91e9222bd71f9,672,2011-01-31,1,0,1,7,0,1,1,2,0.16,0.1364,0.64,0.2836,1,71,72
63fcac3c9ec91e9222bd71fa,673,2011-01-31,1,0,1,8,0,1,1,2,0.16,0.1364,0.59,0.2836,3,182,185
63fcac3c9ec91e9222bd71fb,674,2011-01-31,1,0,1,9,0,1,1,2,0.16,0.1364,0.59,0.2985,0,112,112
63fcac3c9ec91e9222bd71fc,675,2011-01-31,1,0,1,10,0,1,1,2,0.16,0.1515,0.59,0.194,1,68,69
63fcac3c9ec91e9222bd71fd,676,2011-01-31,1,0,1,11,0,1,1,2,0.16,0.1515,0.59,0.194,2,46,48
63fcac3c9ec91e9222bd71fe,677,2011-01-31,1,0,1,12,0,1,1,2,0.18,0.2121,0.55,0.1045,6,62,68
63fcac3c9ec91e9222bd71ff,678,2011-01-31,1,0,1,13,0,1,1,2,0.16,0.2273,0.59,0.0,2,52,54
63fcac3c9ec91e9222bd7200,679,2011-01-31,1,0,1,14,0,1,1,2,0.18,0.197,0.55,0.1343,1,85,86
63fcac3c9ec91e9222bd7201,680,2011-01-31,1,0,1,15,0,1,1,2,0.16,0.1818,0.59,0.1343,3,41,44
63fcac3c9ec91e9222bd7202,681,2011-01-31,1,0,1,16,0,1,1,2,0.16,0.1818,0.56,0.194,3,83,86
63fcac3c9ec91e9222bd7203,682,2011-01-31,1,0,1,17,0,1,1,2,0.16,0.1515,0.59,0.194,6,155,161
63fcac3c9ec91e9222bd7204,683,2011-01-31,1,0,1,18,0,1,1,2,0.16,0.1515,0.55,0.2239,3,153,156
63fcac3c9ec91e9222bd7205,684,2011-01-31,1,0,1,19,0,1,1,1,0.3,0.3182,0.61,0.1045,3,108,111
63fcac3c9ec91e9222bd7206,685,2011-01-31,1,0,1,20,0,1,1,3,0.16,0.1667,0.59,0.1642,0,78,78
63fcac3c9ec91e9222bd7207,686,2011-01-31,1,0,1,21,0,1,1,3,0.16,0.197,0.59,0.0896,3,53,56
63fcac3c9ec91e9222bd7208,687,2011-01-31,1,0,1,22,0,1,1,2,0.16,0.1818,0.59,0.1045,0,34,34
63fcac3c9ec91e9222bd7209,688,2011-01-31,1,0,1,23,0,1,1,2,0.16,0.197,0.64,0.0896,2,15,17
63fcac3c9ec91e9222bd720a,689,2011-02-01,1,0,2,0,0,2,1,2,0.16,0.1818,0.64,0.1045,2,6,8
63fcac3c9ec91e9222bd720b,690,2011-02-01,1,0,2,1,0,2,1,2,0.16,0.1818,0.69,0.1045,0,3,3
63fcac3c9ec91e9222bd720c,691,2011-02-01,1,0,2,2,0,2,1,2,0.16,0.2273,0.69,0.0,0,2,2
63fcac3c9ec91e9222bd720d,692,2011-02-01,1,0,2,3,0,2,1,2,0.16,0.2273,0.69,0.0,0,2,2
63fcac3c9ec91e9222bd720e,693,2011-02-01,1,0,2,5,0,2,1,3,0.14,0.2121,0.93,0.0,0,3,3
63fcac3c9ec91e9222bd720f,694,2011-02-01,1,0,2,6,0,2,1,3,0.14,0.2121,0.93,0.0,0,22,22
63fcac3c9ec91e9222bd7210,695,2011-02-01,1,0,2,7,0,2,1,3,0.16,0.2273,0.93,0.0,0,52,52
63fcac3c9ec91e9222bd7211,696,2011-02-01,1,0,2,8,0,2,1,3,0.16,0.2273,0.93,0.0,3,132,135
63fcac3c9ec91e9222bd7212,697,2011-02-01,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0.0,2,114,116
63fcac3c9ec91e9222bd7213,698,2011-02-01,1,0,2,10,0,2,1,2,0.16,0.2273,0.93,0.0,0,47,47
63fcac3c9ec91e9222bd7214,699,2011-02-01,1,0,2,11,0,2,1,2,0.18,0.2424,0.86,0.0,2,49,51
63fcac3c9ec91e9222bd7215,700,2011-02-01,1,0,2,12,0,2,1,2,0.2,0.2576,0.86,0.0,2,53,55
63fcac3c9ec91e9222bd7216,701,2011-02-01,1,0,2,13,0,2,1,2,0.2,0.2576,0.86,0.0,3,49,52
63fcac3c9ec91e9222bd7217,702,2011-02-01,1,0,2,14,0,2,1,2,0.22,0.2576,0.8,0.0896,5,49,54
63fcac3c9ec91e9222bd7218,703,2011-02-01,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0.0,7,45,52
63fcac3c9ec91e9222bd7219,704,2011-02-01,1,0,2,16,0,2,1,2,0.24,0.2424,0.75,0.1343,3,61,64
63fcac3c9ec91e9222bd721a,705,2011-02-01,1,0,2,17,0,2,1,2,0.24,0.2879,0.75,0.0,4,172,176
63fcac3c9ec91e9222bd721b,706,2011-02-01,1,0,2,18,0,2,1,2,0.24,0.2576,0.81,0.1045,3,165,168
63fcac3c9ec91e9222bd721c,707,2011-02-01,1,0,2,19,0,2,1,2,0.24,0.2424,0.81,0.1343,3,105,108
63fcac3c9ec91e9222bd721d,708,2011-02-01,1,0,2,20,0,2,1,2,0.22,0.2273,0.87,0.1343,5,69,74
63fcac3c9ec91e9222bd721e,709,2011-02-01,1,0,2,21,0,2,1,2,0.22,0.2273,0.87,0.1343,0,64,64
63fcac3c9ec91e9222bd721f,710,2011-02-01,1,0,2,22,0,2,1,2,0.22,0.2576,0.87,0.0896,2,34,36
63fcac3c9ec91e9222bd7220,711,2011-02-01,1,0,2,23,0,2,1,3,0.2,0.197,0.93,0.194,1,15,16
63fcac3c9ec91e9222bd7221,712,2011-02-02,1,0,2,0,0,3,1,3,0.22,0.2424,0.93,0.1045,0,2,2
63fcac3c9ec91e9222bd7222,713,2011-02-02,1,0,2,1,0,3,1,3,0.22,0.2273,0.93,0.194,0,3,3
63fcac3c9ec91e9222bd7223,714,2011-02-02,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4,0,4
63fcac3c9ec91e9222bd7224,715,2011-02-02,1,0,2,3,0,3,1,3,0.22,0.2273,0.93,0.1343,0,1,1
63fcac3c9ec91e9222bd7225,716,2011-02-02,1,0,2,4,0,3,1,3,0.22,0.2121,0.93,0.2836,0,1,1
63fcac3c9ec91e9222bd7226,717,2011-02-02,1,0,2,5,0,3,1,3,0.22,0.2424,0.93,0.1045,0,3,3
63fcac3c9ec91e9222bd7227,718,2011-02-02,1,0,2,6,0,3,1,3,0.22,0.2424,0.93,0.1045,1,17,18
63fcac3c9ec91e9222bd7228,719,2011-02-02,1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,1,48,49
63fcac3c9ec91e9222bd7229,720,2011-02-02,1,0,2,8,0,3,1,3,0.22,0.2121,0.93,0.2239,1,154,155
63fcac3c9ec91e9222bd722a,721,2011-02-02,1,0,2,9,0,3,1,2,0.24,0.2576,0.93,0.0896,4,119,123
63fcac3c9ec91e9222bd722b,722,2011-02-02,1,0,2,10,0,3,1,2,0.22,0.2727,1.0,0.0,2,59,61
63fcac3c9ec91e9222bd722c,723,2011-02-02,1,0,2,11,0,3,1,2,0.24,0.2273,0.93,0.194,5,47,52
63fcac3c9ec91e9222bd722d,724,2011-02-02,1,0,2,12,0,3,1,2,0.24,0.2273,0.93,0.2239,3,61,64
63fcac3c9ec91e9222bd722e,725,2011-02-02,1,0,2,13,0,3,1,1,0.34,0.3333,0.93,0.1642,1,74,75
63fcac3c9ec91e9222bd722f,726,2011-02-02,1,0,2,14,0,3,1,1,0.38,0.3939,0.82,0.3881,2,61,63
63fcac3c9ec91e9222bd7230,727,2011-02-02,1,0,2,15,0,3,1,1,0.38,0.3939,0.76,0.3284,10,66,76
63fcac3c9ec91e9222bd7231,728,2011-02-02,1,0,2,16,0,3,1,1,0.36,0.3333,0.71,0.2985,8,95,103
63fcac3c9ec91e9222bd7232,729,2011-02-02,1,0,2,17,0,3,1,1,0.36,0.3182,0.53,0.5224,7,183,190
63fcac3c9ec91e9222bd7233,730,2011-02-02,1,0,2,18,0,3,1,1,0.34,0.2879,0.42,0.5522,7,175,182
63fcac3c9ec91e9222bd7234,731,2011-02-02,1,0,2,19,0,3,1,1,0.28,0.2424,0.45,0.4925,3,88,91
63fcac3c9ec91e9222bd7235,732,2011-02-02,1,0,2,20,0,3,1,1,0.24,0.197,0.48,0.5522,4,71,75
63fcac3c9ec91e9222bd7236,733,2011-02-02,1,0,2,21,0,3,1,1,0.22,0.197,0.47,0.3284,1,62,63
63fcac3c9ec91e9222bd7237,734,2011-02-02,1,0,2,22,0,3,1,1,0.22,0.2121,0.44,0.2537,5,35,40
63fcac3c9ec91e9222bd7238,735,2011-02-02,1,0,2,23,0,3,1,1,0.2,0.1667,0.44,0.4478,3,29,32
63fcac3c9ec91e9222bd7239,736,2011-02-03,1,0,2,0,0,4,1,1,0.2,0.1667,0.4,0.4478,1,11,12
63fcac3c9ec91e9222bd723a,737,2011-02-03,1,0,2,1,0,4,1,1,0.2,0.1515,0.44,0.5224,0,5,5
63fcac3c9ec91e9222bd723b,738,2011-02-03,1,0,2,2,0,4,1,1,0.18,0.1667,0.43,0.2537,0,2,2
63fcac3c9ec91e9222bd723c,739,2011-02-03,1,0,2,3,0,4,1,1,0.18,0.1667,0.43,0.2537,0,1,1
63fcac3c9ec91e9222bd723d,740,2011-02-03,1,0,2,5,0,4,1,1,0.16,0.1364,0.5,0.2985,0,2,2
63fcac3c9ec91e9222bd723e,741,2011-02-03,1,0,2,6,0,4,1,1,0.16,0.1364,0.43,0.3582,0,39,39
63fcac3c9ec91e9222bd723f,742,2011-02-03,1,0,2,7,0,4,1,1,0.14,0.1212,0.5,0.3284,1,86,87
63fcac3c9ec91e9222bd7240,743,2011-02-03,1,0,2,8,0,4,1,1,0.14,0.1212,0.5,0.3582,4,184,188
63fcac3c9ec91e9222bd7241,744,2011-02-03,1,0,2,9,0,4,1,1,0.16,0.1364,0.47,0.2985,6,127,133
63fcac3c9ec91e9222bd7242,745,2011-02-03,1,0,2,10,0,4,1,1,0.18,0.1515,0.43,0.3284,2,50,52
63fcac3c9ec91e9222bd7243,746,2011-02-03,1,0,2,11,0,4,1,1,0.18,0.1364,0.43,0.4478,9,55,64
63fcac3c9ec91e9222bd7244,747,2011-02-03,1,0,2,12,0,4,1,1,0.2,0.1818,0.4,0.3582,2,67,69
63fcac3c9ec91e9222bd7245,748,2011-02-03,1,0,2,13,0,4,1,1,0.2,0.1667,0.4,0.4179,4,47,51
63fcac3c9ec91e9222bd7246,749,2011-02-03,1,0,2,14,0,4,1,1,0.22,0.197,0.37,0.3881,4,43,47
63fcac3c9ec91e9222bd7247,750,2011-02-03,1,0,2,15,0,4,1,1,0.22,0.197,0.37,0.3284,4,56,60
63fcac3c9ec91e9222bd7248,751,2011-02-03,1,0,2,16,0,4,1,1,0.22,0.2121,0.37,0.2537,5,73,78
63fcac3c9ec91e9222bd7249,752,2011-02-03,1,0,2,17,0,4,1,1,0.2,0.197,0.4,0.194,5,170,175
63fcac3c9ec91e9222bd724a,753,2011-02-03,1,0,2,18,0,4,1,1,0.2,0.2121,0.4,0.1642,2,145,147
